210,109,386
207,108,388
204,107,391
201,106,394
199,105,397
196,104,400
193,102,403
191,101,407
188,99,411
186,97,416
183,95,421
181,93,426
179,91,432
177,88,438
174,85,445
172,81,453
170,77,463
168,71,474
166,62,491
164,48+12i,518-22i
162,49+23i,518-41i
161,50+30i,518-54i
159,50+36i,518-65i
157,51+41i,518-74i
